//	Event Flags					
0x000	_UNUSED					
0x4D5	FIELD ITEM	Route 13		Hyper Potion		141 (Flag 0x4D5)
0x4D6	FIELD ITEM	Route 13		Ultra Ball		142 (Flag 0x4D6)
0x4D7	FIELD ITEM	Route 13		TM29 (Psychic)		143 (Flag 0x4D7)
0x4D8	FIELD ITEM	Route 13		Luxury Ball		144 (Flag 0x4D8)
0x4D9	FIELD ITEM	Lacunosa Town	House	Metronome		145 (Flag 0x4D9)
0x4DA	FIELD ITEM	Lacunosa Town		Full Heal		146 (Flag 0x4DA)
0x4DB	FIELD ITEM	Giant Chasm	Entrance	Yellow Shard		147 (Flag 0x4DB)
0x4DC	FIELD ITEM	Route 12		Timer Ball		148 (Flag 0x4DC)
0x4DD	FIELD ITEM	Route 12		PP Up		149 (Flag 0x4DD)
0x4DE	FIELD ITEM	Route 12		Max Potion		150 (Flag 0x4DE)
0x4DF	FIELD ITEM	Route 12		Green Shard		151 (Flag 0x4DF)
0x4E0	FIELD ITEM	Village Bridge		Ultra Ball		152 (Flag 0x4E0)
0x4E1	FIELD ITEM	Village Bridge		Heart Scale		153 (Flag 0x4E1)
0x4E2	FIELD ITEM	Village Bridge		Big Pearl		154 (Flag 0x4E2)
0x4E3	FIELD ITEM	Village Bridge		Carbos		155 (Flag 0x4E3)
0x4E4	FIELD ITEM	Village Bridge		Rare Candy		156 (Flag 0x4E4)
0x4E5	FIELD ITEM	Village Bridge		Blue Shard		157 (Flag 0x4E5)
0x4E6	FIELD ITEM	Route 11		Razor Fang		158 (Flag 0x4E6)
0x4E7	FIELD ITEM	Route 11		Zinc		159 (Flag 0x4E7)
0x4E8	FIELD ITEM	Route 11		Full Heal		160 (Flag 0x4E8)
0x4E9	FIELD ITEM	Route 9		HP Up		161 (Flag 0x4E9)
0x4EA	FIELD ITEM	Route 9		Elixir		162 (Flag 0x4EA)
0x4EB	FIELD ITEM	Route 9		Iron		163 (Flag 0x4EB)
0x4EC	FIELD ITEM	Route 9		Quick Ball		164 (Flag 0x4EC)
0x4ED	FIELD ITEM	Route 9		Nugget		165 (Flag 0x4ED)
0x4EE	FIELD ITEM	Seaside Cave	B1F	Rare Candy		166 (Flag 0x4EE)
0x4EF	FIELD ITEM	Seaside Cave	1F	Dive Ball		167 (Flag 0x4EF)
0x4F0	FIELD ITEM	Humilau City		Protein		168 (Flag 0x4F0)
0x4F1	FIELD ITEM	Seaside Cave	1F	Full Restore		169 (Flag 0x4F1)
0x4F2	FIELD ITEM	Seaside Cave	1F	Heart Scale		170 (Flag 0x4F2)
0x4F3	FIELD ITEM	Seaside Cave	1F	TM06 (Toxic)		171 (Flag 0x4F3)
0x4F4	FIELD ITEM	Seaside Cave	B1F	Max Repel		172 (Flag 0x4F4)
0x4F5	FIELD ITEM	Route 21		Big Pearl		173 (Flag 0x4F5)
0x4F6	FIELD ITEM	Route 21		PP Up		174 (Flag 0x4F6)
0x4F7	FIELD ITEM	Humilau City		Shell Bell		175 (Flag 0x4F7)
0x4F8	FIELD ITEM	Route 22		Max Potion		176 (Flag 0x4F8)
0x4F9	FIELD ITEM	Route 22		Calcium		177 (Flag 0x4F9)
0x4FA	FIELD ITEM	Route 22		Rare Candy		178 (Flag 0x4FA)
0x4FB	FIELD ITEM	Route 22		Poison Barb		179 (Flag 0x4FB)
0x4FC	FIELD ITEM	Giant Chasm	Cave	Star Piece		180 (Flag 0x4FC)
0x4FD	FIELD ITEM	Giant Chasm	Cave	Max Repel		181 (Flag 0x4FD)
0x4FE	FIELD ITEM	Giant Chasm	Cave	TM13 (Ice Beam)		182 (Flag 0x4FE)
0x4FF	FIELD ITEM	Giant Chasm	Forest	Carbos		183 (Flag 0x4FF)
0x500	FIELD ITEM	Dragonspiral Tower	4F	Adamant Orb		184 (Flag 0x500)
0x501	FIELD ITEM	Giant Chasm	Forest	Sun Stone		185 (Flag 0x501)
0x502	FIELD ITEM	Giant Chasm	Forest	PP Up		186 (Flag 0x502)
0x503	FIELD ITEM	Giant Chasm	Forest	TM03 (Psyshock)		187 (Flag 0x503)
0x504	FIELD ITEM	Giant Chasm	Forest	Moon Stone		188 (Flag 0x504)
0x505	FIELD ITEM	Giant Chasm	Forest	Razor Claw		189 (Flag 0x505)
0x506	FIELD ITEM	Giant Chasm	Forest	Star Piece		190 (Flag 0x506)
0x507	FIELD ITEM	Plasma Frigate	B2F	Zinc		191 (Flag 0x507)
0x508	FIELD ITEM	Plasma Frigate	B2F	Max Elixir		192 (Flag 0x508)
0x509	FIELD ITEM	Plasma Frigate	B1F	Electirizer (W2)		193 (Flag 0x509)
0x50A	FIELD ITEM	Plasma Frigate	B2F	Max Revive		194 (Flag 0x50A)
0x50B	FIELD ITEM	Plasma Frigate	B1F	Magmarizer (B2)		195 (Flag 0x50B)
0x50C	FIELD ITEM	Plasma Frigate	B2F	Power Band (B2)		196 (Flag 0x50C)
0x50D	FIELD ITEM	Plasma Frigate	B2F	Power Belt (W2)		197 (Flag 0x50D)
0x50E	FIELD ITEM	Route 23		Star Piece		198 (Flag 0x50E)
0x50F	FIELD ITEM	Route 23		Iron		199 (Flag 0x50F)
0x510	FIELD ITEM	Route 23		TM05 (Roar)		200 (Flag 0x510)
0x511	FIELD ITEM	Route 23		Heart Scale		201 (Flag 0x511)
0x512	FIELD ITEM	Route 23		Repeat Ball		202 (Flag 0x512)
0x513	FIELD ITEM	Route 23		Calcium		203 (Flag 0x513)
0x514	FIELD ITEM	Route 23		Full Heal		204 (Flag 0x514)
0x515	FIELD ITEM	Route 23		HP Up		205 (Flag 0x515)
0x516	FIELD ITEM	Route 23		Max Potion		206 (Flag 0x516)
0x517	FIELD ITEM	Route 23		TM12 (Taunt)		207 (Flag 0x517)
0x518	FIELD ITEM	Victory Road	Outside Area 1	Max Repel		208 (Flag 0x518)
0x519	FIELD ITEM	Victory Road	Outside Area 2	Dragon Fang		209 (Flag 0x519)
0x51A	FIELD ITEM	Victory Road	Outside Area 1	Ultra Ball		210 (Flag 0x51A)
0x51B	FIELD ITEM	Victory Road	Cave	PP Max		211 (Flag 0x51B)
0x51C	FIELD ITEM	Victory Road	Grove	Full Restore		212 (Flag 0x51C)
0x51D	FIELD ITEM	Victory Road	Outside Area 1	Escape Rope		213 (Flag 0x51D)
0x51E	FIELD ITEM	Victory Road	Grove	Ultra Ball		214 (Flag 0x51E)
0x51F	FIELD ITEM	Victory Road	Outside Area 1	Max Repel		215 (Flag 0x51F)
0x520	FIELD ITEM	Victory Road	Outside Area 1	Full Restore		216 (Flag 0x520)
0x521	FIELD ITEM	Victory Road	Outside Area 2	Max Elixir		217 (Flag 0x521)
0x522	FIELD ITEM	Victory Road	Cave	Rare Candy		218 (Flag 0x522)
0x523	FIELD ITEM	Victory Road	Outside Area 2	Max Revive		219 (Flag 0x523)
0x524	FIELD ITEM	N's Castle	4F	Protein		220 (Flag 0x524)
0x525	FIELD ITEM	N's Castle	4F	TM50 (Overheat)		221 (Flag 0x525)
0x526	FIELD ITEM	Victory Road	1F	TM93 (Wild Charge)		222 (Flag 0x526)
0x527	FIELD ITEM	N's Castle	4F	Luxury Ball		223 (Flag 0x527)
0x528	FIELD ITEM	Route 8		TM36 (Sludge Bomb)		224 (Flag 0x528)
0x529	FIELD ITEM	Route 8		Big Pearl		225 (Flag 0x529)
0x52A	FIELD ITEM	Route 8		Nest Ball		226 (Flag 0x52A)
0x52B	FIELD ITEM	Icirrus City		PP Up		227 (Flag 0x52B)
0x52C	FIELD ITEM	Moor of Icirrus		Rare Candy		228 (Flag 0x52C)
0x52D	FIELD ITEM	Moor of Icirrus		TM84 (Poison Jab)		229 (Flag 0x52D)
0x52E	FIELD ITEM	Moor of Icirrus		Green Shard		230 (Flag 0x52E)
0x52F	FIELD ITEM	Moor of Icirrus		Heart Scale		231 (Flag 0x52F)
0x530	FIELD ITEM	Moor of Icirrus		Full Heal		232 (Flag 0x530)
0x531	FIELD ITEM	Dragonspiral Tower		Carbos		233 (Flag 0x531)
0x532	FIELD ITEM	Dragonspiral Tower	5F	TM02 (Dragon Claw)		234 (Flag 0x532)
0x533	FIELD ITEM	Dragonspiral Tower	5F	Max Revive		235 (Flag 0x533)
0x534	FIELD ITEM	Dragonspiral Tower	2F	Elixir		236 (Flag 0x534)
0x535	FIELD ITEM	Dragonspiral Tower	3F	Protein		237 (Flag 0x535)
0x536	FIELD ITEM	Dragonspiral Tower	5F	PP Max		238 (Flag 0x536)
0x537	FIELD ITEM	Dragonspiral Tower	3F	Shiny Stone		239 (Flag 0x537)
0x538	FIELD ITEM	Dragonspiral Tower	2F	Ultra Ball		240 (Flag 0x538)
0x539	FIELD ITEM	Dragonspiral Tower	6F	Comet Shard		241 (Flag 0x539)
0x53A	FIELD ITEM	Dragonspiral Tower		Never Melt Ice		242 (Flag 0x53A)
0x53B	FIELD ITEM	Icirrus City		Max Elixir		243 (Flag 0x53B)
0x53C	FIELD ITEM	Twist Mountain		Float Stone		244 (Flag 0x53C)
0x53D	FIELD ITEM	Twist Mountain		Dusk Stone		245 (Flag 0x53D)
0x53E	FIELD ITEM	Twist Mountain		TM90 (Substitute)		246 (Flag 0x53E)
0x53F	FIELD ITEM	Twist Mountain		Full Restore		247 (Flag 0x53F)
0x540	FIELD ITEM	Twist Mountain		Big Nugget		248 (Flag 0x540)
0x541	FIELD ITEM	Twist Mountain		TM71 (Stone Edge)		249 (Flag 0x541)
0x542	FIELD ITEM	Twist Mountain		TM91 (Flash Cannon)		250 (Flag 0x542)
0x543	FIELD ITEM	Twist Mountain		Rare Bone		251 (Flag 0x543)
0x544	FIELD ITEM	Twist Mountain		Eject Button		252 (Flag 0x544)
0x545	FIELD ITEM	Twist Mountain		Dusk Ball		253 (Flag 0x545)
0x546	FIELD ITEM	Twist Mountain		Red Shard		254 (Flag 0x546)
0x547	FIELD ITEM	Route 15		TM26 (Earthquake)		255 (Flag 0x547)
0x548	FIELD ITEM	Route 15		Max Potion		256 (Flag 0x548)
0x549	FIELD ITEM	Abundant Shrine		Rare Candy		257 (Flag 0x549)
0x54A	FIELD ITEM	Abundant Shrine		TM92 (Trick Room)		258 (Flag 0x54A)
0x54B	FIELD ITEM	Abundant Shrine		Max Revive		259 (Flag 0x54B)
0x54C	FIELD ITEM	Abundant Shrine		Shiny Stone		260 (Flag 0x54C)
0x54D	FIELD ITEM	Abundant Shrine		Heal Ball		261 (Flag 0x54D)
0x54E	FIELD ITEM	Pinwheel Forest	Inside	PP Max		262 (Flag 0x54E)
0x54F	FIELD ITEM	Pinwheel Forest	Inside	Net Ball		263 (Flag 0x54F)
0x550	FIELD ITEM	Pinwheel Forest	Inside	Max Repel		264 (Flag 0x550)
0x551	FIELD ITEM	Relic Castle	Passage	Ultra Ball		265 (Flag 0x551)
0x552	FIELD ITEM	Pinwheel Forest	Inside	TM22 (Solar Beam)		266 (Flag 0x552)
0x553	FIELD ITEM	Pinwheel Forest	Inside	Sun Stone		267 (Flag 0x553)
0x554	FIELD ITEM	Pinwheel Forest	Inside	TM86 (Grass Knot)		268 (Flag 0x554)
0x555	FIELD ITEM	Pinwheel Forest	Inside	Ultra Ball		269 (Flag 0x555)
0x556	FIELD ITEM	Pinwheel Forest	Inside	Max Revive		270 (Flag 0x556)
0x557	FIELD ITEM	Pinwheel Forest	Outside	Full Heal		271 (Flag 0x557)
0x558	FIELD ITEM	Pinwheel Forest	Outside	Nugget		272 (Flag 0x558)
0x559	FIELD ITEM	Pinwheel Forest	Outside	HP Up		273 (Flag 0x559)
0x55A	FIELD ITEM	Pinwheel Forest	Outside	Protein (W2) / Iron (B2)		274 (Flag 0x55A)
0x55B	FIELD ITEM	Pinwheel Forest	Outside	PP Max		275 (Flag 0x55B)
0x55C	FIELD ITEM	Nature Preserve		Max Potion		276 (Flag 0x55C)
0x55D	FIELD ITEM	Nature Preserve		Big Nugget		277 (Flag 0x55D)
0x55E	FIELD ITEM	Route 3		Big Nugget		278 (Flag 0x55E)
0x55F	FIELD ITEM	Route 3		Quick Ball		279 (Flag 0x55F)
0x560	FIELD ITEM	Route 3		Full Restore		280 (Flag 0x560)
0x561	FIELD ITEM	Route 3		Calcium		281 (Flag 0x561)
0x562	FIELD ITEM	Route 3		Zinc		282 (Flag 0x562)
0x563	FIELD ITEM	Route 3		Ultra Ball		283 (Flag 0x563)
0x564	FIELD ITEM	Route 3	School	Rare Candy		284 (Flag 0x564)
0x565	FIELD ITEM	Wellspring Cave	1F	Escape Rope		285 (Flag 0x565)
0x566	FIELD ITEM	Wellspring Cave	B1F	Protector		286 (Flag 0x566)
0x567	FIELD ITEM	Wellspring Cave	B1F	Max Revive		287 (Flag 0x567)
0x568	FIELD ITEM	Wellspring Cave	B1F	TM52 (Focus Blast)		288 (Flag 0x568)
0x569	FIELD ITEM	Wellspring Cave	1F	Max Repel		289 (Flag 0x569)
0x56A	FIELD ITEM	Nature Preserve		Rare Candy		290 (Flag 0x56A)
0x56B	FIELD ITEM	Wellspring Cave	B1F	TM47 (Low Sweep)		291 (Flag 0x56B)
0x56C	FIELD ITEM	Striaton City		Yellow Shard		292 (Flag 0x56C)
0x56D	FIELD ITEM	Striaton City		Timer Ball		293 (Flag 0x56D)
0x56E	FIELD ITEM	Striaton City		Up-Grade		294 (Flag 0x56E)
0x56F	FIELD ITEM	Dreamyard		TM85 (Dream Eater)		295 (Flag 0x56F)
0x570	FIELD ITEM	Dreamyard		Ultra Ball		296 (Flag 0x570)
0x571	FIELD ITEM	Dreamyard		Moon Stone		297 (Flag 0x571)
0x572	FIELD ITEM	Striaton City		Max Elixir		298 (Flag 0x572)
0x573	FIELD ITEM	Dreamyard		Rare Candy		299 (Flag 0x573)
0x574	FIELD ITEM	Dreamyard		Reaper Cloth		300 (Flag 0x574)
0x575	FIELD ITEM	Dreamyard	Basement	HP Up		301 (Flag 0x575)
0x576	FIELD ITEM	Dreamyard	Basement	Iron		302 (Flag 0x576)
0x577	FIELD ITEM	Dreamyard	Basement	Dawn Stone		303 (Flag 0x577)
0x578	FIELD ITEM	Route 2		Full Heal		304 (Flag 0x578)
0x579	FIELD ITEM	Route 2		Ultra Ball		305 (Flag 0x579)
0x57A	FIELD ITEM	Route 2		Calcium		306 (Flag 0x57A)
0x57B	FIELD ITEM	Route 2		Carbos		307 (Flag 0x57B)
0x57C	FIELD ITEM	Humilau City		Heart Scale		308 (Flag 0x57C)
0x57D	FIELD ITEM	Route 2		Repeat Ball		309 (Flag 0x57D)
0x57E	FIELD ITEM	Route 2		Max Revive		310 (Flag 0x57E)
0x57F	FIELD ITEM	Route 1		Full Restore		311 (Flag 0x57F)
0x580	FIELD ITEM	Route 1		Prism Scale		312 (Flag 0x580)
0x581	FIELD ITEM	Nuvema Town	Hilbert/Hilda House	King's Rock		313 (Flag 0x581)
0x582	FIELD ITEM	Route 17		Blue Shard		314 (Flag 0x582)
0x583	FIELD ITEM	Route 17		Dive Ball		315 (Flag 0x583)
0x584	FIELD ITEM	Route 17		Pearl String		316 (Flag 0x584)
0x585	FIELD ITEM	Route 18		Iron		317 (Flag 0x585)
0x586	FIELD ITEM	Route 18		Star Piece		318 (Flag 0x586)
0x587	FIELD ITEM	Route 18		Zinc		319 (Flag 0x587)
0x588	FIELD ITEM	Route 18		TM19 (Telekinesis)		320 (Flag 0x588)
0x589	FIELD ITEM	Route 18		PP Max		321 (Flag 0x589)
0x58A	FIELD ITEM	Relic Castle	B1F	TM39 (Rock Tomb)		322 (Flag 0x58A)
0x58B	FIELD ITEM	Clay Tunnel		Nugget		323 (Flag 0x58B)
0x58C	FIELD ITEM	Clay Tunnel		Metal Coat		324 (Flag 0x58C)
0x58D	FIELD ITEM	Clay Tunnel		Max Revive		325 (Flag 0x58D)
0x58E	FIELD ITEM	Victory Road	3F	Dragon Scale		326 (Flag 0x58E)
0x58F	FIELD ITEM	Route 19		Potion		327 (Flag 0x58F)
0x590	FIELD ITEM	Abyssal Ruins	1F	Flame Plate		328 (Flag 0x590)
0x591	FIELD ITEM	Abyssal Ruins	1F	Zap Plate		329 (Flag 0x591)
0x592	FIELD ITEM	Abyssal Ruins	1F	Meadow Plate		330 (Flag 0x592)
0x593	FIELD ITEM	Abyssal Ruins	1F	Relic Silver		331 (Flag 0x593)
0x594	FIELD ITEM	Abyssal Ruins	1F	Fist Plate		332 (Flag 0x594)
0x595	FIELD ITEM	Abyssal Ruins	1F	Toxic Plate		333 (Flag 0x595)
0x596	FIELD ITEM	Abyssal Ruins	1F	Relic Vase		334 (Flag 0x596)
0x597	FIELD ITEM	Abyssal Ruins	1F	Sky Plate		335 (Flag 0x597)
0x598	FIELD ITEM	Abyssal Ruins	1F	Mind Plate		336 (Flag 0x598)
0x599	FIELD ITEM	Abyssal Ruins	1F	Insect Plate		337 (Flag 0x599)
0x59A	FIELD ITEM	Abyssal Ruins	1F	Stone Plate		338 (Flag 0x59A)
0x59B	FIELD ITEM	Abyssal Ruins	1F	Icicle Plate		339 (Flag 0x59B)
0x59C	FIELD ITEM	Abyssal Ruins	1F	Dread Plate		340 (Flag 0x59C)
0x59D	FIELD ITEM	Abyssal Ruins	1F	Iron Plate		341 (Flag 0x59D)
0x59E	FIELD ITEM	Abyssal Ruins	1F	Relic Copper		342 (Flag 0x59E)
0x59F	FIELD ITEM	Abyssal Ruins	1F	Relic Copper		343 (Flag 0x59F)
0x5A0	FIELD ITEM	Abyssal Ruins	1F	Relic Copper		344 (Flag 0x5A0)
0x5A1	FIELD ITEM	Abyssal Ruins	1F	Relic Copper		345 (Flag 0x5A1)
0x5A2	FIELD ITEM	Abyssal Ruins	1F	Relic Silver		346 (Flag 0x5A2)
0x5A3	FIELD ITEM	Abyssal Ruins	1F	Relic Silver		347 (Flag 0x5A3)
0x5A4	FIELD ITEM	Abyssal Ruins	1F	Earth Plate		348 (Flag 0x5A4)
0x5A5	FIELD ITEM	Abyssal Ruins	1F	Spooky Plate		349 (Flag 0x5A5)
0x5A6	FIELD ITEM	Abyssal Ruins	1F	Relic Gold		350 (Flag 0x5A6)
0x5A7	FIELD ITEM	Abyssal Ruins	1F	Relic Gold		351 (Flag 0x5A7)
0x5A8	FIELD ITEM	Abyssal Ruins	1F	Relic Gold		352 (Flag 0x5A8)
0x5A9	FIELD ITEM	Abyssal Ruins	1F	Relic Statue		353 (Flag 0x5A9)
0x5AA	FIELD ITEM	Abyssal Ruins	2F	Relic Copper		354 (Flag 0x5AA)
0x5AB	FIELD ITEM	Abyssal Ruins	2F	Relic Copper		355 (Flag 0x5AB)
0x5AC	FIELD ITEM	Abyssal Ruins	2F	Relic Silver		356 (Flag 0x5AC)
0x5AD	FIELD ITEM	Abyssal Ruins	2F	Relic Silver		357 (Flag 0x5AD)
0x5AE	FIELD ITEM	Abyssal Ruins	2F	Relic Gold		358 (Flag 0x5AE)
0x5AF	FIELD ITEM	Abyssal Ruins	2F	Relic Gold		359 (Flag 0x5AF)
0x5B0	FIELD ITEM	Abyssal Ruins	2F	Relic Gold		360 (Flag 0x5B0)
0x5B1	FIELD ITEM	Abyssal Ruins	2F	Relic Vase		361 (Flag 0x5B1)
0x5B2	FIELD ITEM	Abyssal Ruins	2F	Relic Band		362 (Flag 0x5B2)
0x5B3	FIELD ITEM	Abyssal Ruins	2F	Relic Band		363 (Flag 0x5B3)
0x5B4	FIELD ITEM	Abyssal Ruins	2F	Relic Statue		364 (Flag 0x5B4)
0x5B5	FIELD ITEM	Abyssal Ruins	3F	Relic Silver		365 (Flag 0x5B5)
0x5B6	FIELD ITEM	Abyssal Ruins	3F	Relic Gold		366 (Flag 0x5B6)
0x5B7	FIELD ITEM	Abyssal Ruins	3F	Relic Vase		367 (Flag 0x5B7)
0x5B8	FIELD ITEM	Abyssal Ruins	3F	Relic Vase		368 (Flag 0x5B8)
0x5B9	FIELD ITEM	Abyssal Ruins	3F	Relic Band		369 (Flag 0x5B9)
0x5BA	FIELD ITEM	Abyssal Ruins	3F	Relic Band		370 (Flag 0x5BA)
0x5BB	FIELD ITEM	Abyssal Ruins	3F	Relic Band		371 (Flag 0x5BB)
0x5BC	FIELD ITEM	Abyssal Ruins	3F	Relic Statue		372 (Flag 0x5BC)
0x5BD	FIELD ITEM	Abyssal Ruins	4F	Relic Crown		373 (Flag 0x5BD)
0x5BE	FIELD ITEM	Route 22		PP Up		374 (Flag 0x5BE)
0x5BF	FIELD ITEM	Route 22		Red Shard		375 (Flag 0x5BF)
0x5C0	FIELD ITEM	Route 23		Green Shard		376 (Flag 0x5C0)
0x5C1	FIELD ITEM	Route 13		Blue Shard		377 (Flag 0x5C1)
0x5C2	FIELD ITEM	Route 12		Yellow Shard		378 (Flag 0x5C2)
0x5C3	FIELD ITEM	Driftveil City	Market	TM63 (Embargo)		379 (Flag 0x5C3)
0x5C4	FIELD ITEM	Shopping Mall		Poké Doll		380 (Flag 0x5C4)
0x5C5	FIELD ITEM	P2 Laboratory		Dubious Disc		381 (Flag 0x5C5)
0x5C6	FIELD ITEM	Plasma Frigate	1F	Revive		382 (Flag 0x5C6)
0x5C7	FIELD ITEM	Plasma Frigate	1F	TM67 (Retaliate)		383 (Flag 0x5C7)
0x5C8	FIELD ITEM	Dragonspiral Tower	4F	Griseous Orb		384 (Flag 0x5C8)
0x5C9	FIELD ITEM	Dragonspiral Tower	4F	Lustrous Orb		385 (Flag 0x5C9)
0x5CA	FIELD ITEM	Reversal Mountain	Exterior	Escape Rope		386 (Flag 0x5CA)
0x5CB	FIELD ITEM	Relic Passage		Escape Rope		387 (Flag 0x5CB)
0x5CC	FIELD ITEM					388 (Flag 0x5CC)
0x5CD	FIELD ITEM					389 (Flag 0x5CD)
0x5CE	FIELD ITEM					390 (Flag 0x5CE)
0x5CF	FIELD ITEM					391 (Flag 0x5CF)
0x5D0						
0x5D1						
0x5D2						
0x5D3						
0x5D4						
0x5D5						
0x5D6						
0x5D7						
0x5D8						
0x5D9						
0x5DA						
0x5DB						
0x5DC						
0x5DD						
0x5DE						
0x5DF						
0x5E0						
0x5E1						
0x5E2						
0x5E3						
0x5E4						
0x5E5						
0x5E6						
0x5E7						
0x5E8						
0x5E9						
0x5EA						
0x5EB						
0x5EC						
0x5ED						
0x5EE						
0x5EF						
0x5F0						
0x5F1						
0x5F2						
0x5F3						
0x5F4						
0x5F5						
0x5F6						
0x5F7						
0x5F8						
0x5F9						
0x5FA						
0x5FB						
0x5FC						
0x5FD						
0x5FE						
0x5FF						
0x600						
0x601						
0x602						
0x603						
0x604						
0x605						
0x606						
0x607						
0x608						
0x609						
0x60A						
0x60B						
0x60C						
0x60D						
0x60E						
0x60F						
0x610						
0x611						
0x612						
0x613						
0x614						
0x615						
0x616						
0x617						
0x618	TRAINER BATTLE					000 (Flag 0x618)
0x619	TRAINER BATTLE					001 (Flag 0x619)
0x61A	TRAINER BATTLE					002 (Flag 0x61A)
0x61B	TRAINER BATTLE					003 (Flag 0x61B)
0x61C	TRAINER BATTLE					004 (Flag 0x61C)
0x61D	TRAINER BATTLE					005 (Flag 0x61D)
0x61E	TRAINER BATTLE					006 (Flag 0x61E)
0x61F	TRAINER BATTLE					007 (Flag 0x61F)
0x620	TRAINER BATTLE					008 (Flag 0x620)
0x621	TRAINER BATTLE					009 (Flag 0x621)
0x622	TRAINER BATTLE					010 (Flag 0x622)
0x623	TRAINER BATTLE					011 (Flag 0x623)
0x624	TRAINER BATTLE					012 (Flag 0x624)
0x625	TRAINER BATTLE					013 (Flag 0x625)
0x626	TRAINER BATTLE					014 (Flag 0x626)
0x627	TRAINER BATTLE					015 (Flag 0x627)
0x628	TRAINER BATTLE					016 (Flag 0x628)
0x629	TRAINER BATTLE					017 (Flag 0x629)
0x62A	TRAINER BATTLE					018 (Flag 0x62A)
0x62B	TRAINER BATTLE					019 (Flag 0x62B)
0x62C	TRAINER BATTLE					020 (Flag 0x62C)
0x62D	TRAINER BATTLE					021 (Flag 0x62D)
0x62E	TRAINER BATTLE					022 (Flag 0x62E)
0x62F	TRAINER BATTLE					023 (Flag 0x62F)
0x630	TRAINER BATTLE					024 (Flag 0x630)
0x631	TRAINER BATTLE					025 (Flag 0x631)
0x632	TRAINER BATTLE					026 (Flag 0x632)
0x633	TRAINER BATTLE					027 (Flag 0x633)
0x634	TRAINER BATTLE					028 (Flag 0x634)
0x635	TRAINER BATTLE					029 (Flag 0x635)
0x636	TRAINER BATTLE					030 (Flag 0x636)
0x637	TRAINER BATTLE					031 (Flag 0x637)
0x638	TRAINER BATTLE					032 (Flag 0x638)
0x639	TRAINER BATTLE					033 (Flag 0x639)
0x63A	TRAINER BATTLE					034 (Flag 0x63A)
0x63B	TRAINER BATTLE					035 (Flag 0x63B)
0x63C	TRAINER BATTLE					036 (Flag 0x63C)
0x63D	TRAINER BATTLE					037 (Flag 0x63D)
0x63E	TRAINER BATTLE					038 (Flag 0x63E)
0x63F	TRAINER BATTLE					039 (Flag 0x63F)
0x640	TRAINER BATTLE					040 (Flag 0x640)
0x641	TRAINER BATTLE					041 (Flag 0x641)
0x642	TRAINER BATTLE					042 (Flag 0x642)
0x643	TRAINER BATTLE					043 (Flag 0x643)
0x644	TRAINER BATTLE					044 (Flag 0x644)
0x645	TRAINER BATTLE					045 (Flag 0x645)
0x646	TRAINER BATTLE					046 (Flag 0x646)
0x647	TRAINER BATTLE					047 (Flag 0x647)
0x648	TRAINER BATTLE					048 (Flag 0x648)
0x649	TRAINER BATTLE					049 (Flag 0x649)
0x64A	TRAINER BATTLE					050 (Flag 0x64A)
0x64B	TRAINER BATTLE					051 (Flag 0x64B)
0x64C	TRAINER BATTLE					052 (Flag 0x64C)
0x64D	TRAINER BATTLE					053 (Flag 0x64D)
0x64E	TRAINER BATTLE					054 (Flag 0x64E)
0x64F	TRAINER BATTLE					055 (Flag 0x64F)
0x650	TRAINER BATTLE					056 (Flag 0x650)
0x651	TRAINER BATTLE					057 (Flag 0x651)
0x652	TRAINER BATTLE					058 (Flag 0x652)
0x653	TRAINER BATTLE					059 (Flag 0x653)
0x654	TRAINER BATTLE					060 (Flag 0x654)
0x655	TRAINER BATTLE					061 (Flag 0x655)
0x656	TRAINER BATTLE					062 (Flag 0x656)
0x657	TRAINER BATTLE					063 (Flag 0x657)
0x658	TRAINER BATTLE					064 (Flag 0x658)
0x659	TRAINER BATTLE					065 (Flag 0x659)
0x65A	TRAINER BATTLE					066 (Flag 0x65A)
0x65B	TRAINER BATTLE					067 (Flag 0x65B)
0x65C	TRAINER BATTLE					068 (Flag 0x65C)
0x65D	TRAINER BATTLE					069 (Flag 0x65D)
0x65E	TRAINER BATTLE					070 (Flag 0x65E)
0x65F	TRAINER BATTLE					071 (Flag 0x65F)
0x660	TRAINER BATTLE					072 (Flag 0x660)
0x661	TRAINER BATTLE					073 (Flag 0x661)
0x662	TRAINER BATTLE					074 (Flag 0x662)
0x663	TRAINER BATTLE					075 (Flag 0x663)
0x664	TRAINER BATTLE					076 (Flag 0x664)
0x665	TRAINER BATTLE					077 (Flag 0x665)
0x666	TRAINER BATTLE					078 (Flag 0x666)
0x667	TRAINER BATTLE					079 (Flag 0x667)
0x668	TRAINER BATTLE					080 (Flag 0x668)
0x669	TRAINER BATTLE					081 (Flag 0x669)
0x66A	TRAINER BATTLE					082 (Flag 0x66A)
0x66B	TRAINER BATTLE					083 (Flag 0x66B)
0x66C	TRAINER BATTLE					084 (Flag 0x66C)
0x66D	TRAINER BATTLE					085 (Flag 0x66D)
0x66E	TRAINER BATTLE					086 (Flag 0x66E)
0x66F	TRAINER BATTLE					087 (Flag 0x66F)
0x670	TRAINER BATTLE					088 (Flag 0x670)
0x671	TRAINER BATTLE					089 (Flag 0x671)
0x672	TRAINER BATTLE					090 (Flag 0x672)
0x673	TRAINER BATTLE					091 (Flag 0x673)
0x674	TRAINER BATTLE					092 (Flag 0x674)
