//	Event Flags					
0x000	_UNUSED					
0x4A3	FIELD ITEM					083 (Flag 0x4A3)
0x4A4	FIELD ITEM					084 (Flag 0x4A4)
0x4A5	FIELD ITEM					085 (Flag 0x4A5)
0x4A6	FIELD ITEM					086 (Flag 0x4A6)
0x4A7	FIELD ITEM					087 (Flag 0x4A7)
0x4A8	FIELD ITEM					088 (Flag 0x4A8)
0x4A9	FIELD ITEM					089 (Flag 0x4A9)
0x4AA	FIELD ITEM					090 (Flag 0x4AA)
0x4AB	FIELD ITEM					091 (Flag 0x4AB)
0x4AC	FIELD ITEM					092 (Flag 0x4AC)
0x4AD	FIELD ITEM					093 (Flag 0x4AD)
0x4AE	FIELD ITEM					094 (Flag 0x4AE)
0x4AF	FIELD ITEM					095 (Flag 0x4AF)
0x4B0	FIELD ITEM					096 (Flag 0x4B0)
0x4B1	FIELD ITEM					097 (Flag 0x4B1)
0x4B2	FIELD ITEM					098 (Flag 0x4B2)
0x4B3	FIELD ITEM					099 (Flag 0x4B3)
0x4B4	FIELD ITEM					100 (Flag 0x4B4)
0x4B5	FIELD ITEM					101 (Flag 0x4B5)
0x4B6	FIELD ITEM					102 (Flag 0x4B6)
0x4B7	FIELD ITEM					103 (Flag 0x4B7)
0x4B8	FIELD ITEM					104 (Flag 0x4B8)
0x4B9	FIELD ITEM					105 (Flag 0x4B9)
0x4BA	FIELD ITEM					106 (Flag 0x4BA)
0x4BB	FIELD ITEM					107 (Flag 0x4BB)
0x4BC	FIELD ITEM					108 (Flag 0x4BC)
0x4BD	FIELD ITEM					109 (Flag 0x4BD)
0x4BE	FIELD ITEM					110 (Flag 0x4BE)
0x4BF	FIELD ITEM					111 (Flag 0x4BF)
0x4C0	FIELD ITEM					112 (Flag 0x4C0)
0x4C1	FIELD ITEM					113 (Flag 0x4C1)
0x4C2	FIELD ITEM					114 (Flag 0x4C2)
0x4C3	FIELD ITEM					115 (Flag 0x4C3)
0x4C4	FIELD ITEM					116 (Flag 0x4C4)
0x4C5	FIELD ITEM					117 (Flag 0x4C5)
0x4C6	FIELD ITEM					118 (Flag 0x4C6)
0x4C7	FIELD ITEM					119 (Flag 0x4C7)
0x4C8	FIELD ITEM					120 (Flag 0x4C8)
0x4C9	FIELD ITEM					121 (Flag 0x4C9)
0x4CA	FIELD ITEM					122 (Flag 0x4CA)
0x4CB	FIELD ITEM					123 (Flag 0x4CB)
0x4CC	FIELD ITEM					124 (Flag 0x4CC)
0x4CD	FIELD ITEM					125 (Flag 0x4CD)
0x4CE	FIELD ITEM					126 (Flag 0x4CE)
0x4CF	FIELD ITEM					127 (Flag 0x4CF)
0x4D0	FIELD ITEM					128 (Flag 0x4D0)
0x4D1	FIELD ITEM					129 (Flag 0x4D1)
0x4D2	FIELD ITEM					130 (Flag 0x4D2)
0x4D3	FIELD ITEM					131 (Flag 0x4D3)
0x4D4	FIELD ITEM					132 (Flag 0x4D4)
0x4D5	FIELD ITEM					133 (Flag 0x4D5)
0x4D6	FIELD ITEM					134 (Flag 0x4D6)
0x4D7	FIELD ITEM					135 (Flag 0x4D7)
0x4D8	FIELD ITEM					136 (Flag 0x4D8)
0x4D9	FIELD ITEM					137 (Flag 0x4D9)
0x4DA	FIELD ITEM					138 (Flag 0x4DA)
0x4DB	FIELD ITEM					139 (Flag 0x4DB)
0x4DC	FIELD ITEM					140 (Flag 0x4DC)
0x4DD	FIELD ITEM					141 (Flag 0x4DD)
0x4DE	FIELD ITEM					142 (Flag 0x4DE)
0x4DF	FIELD ITEM					143 (Flag 0x4DF)
0x4E0	FIELD ITEM					144 (Flag 0x4E0)
0x4E1	FIELD ITEM					145 (Flag 0x4E1)
0x4E2	FIELD ITEM					146 (Flag 0x4E2)
0x4E3	FIELD ITEM					147 (Flag 0x4E3)
0x4E4	FIELD ITEM					148 (Flag 0x4E4)
0x4E5	FIELD ITEM					149 (Flag 0x4E5)
0x4E6	FIELD ITEM					150 (Flag 0x4E6)
0x4E7	FIELD ITEM					151 (Flag 0x4E7)
0x4E8	FIELD ITEM					152 (Flag 0x4E8)
0x4E9	FIELD ITEM					153 (Flag 0x4E9)
0x4EA	FIELD ITEM					154 (Flag 0x4EA)
0x4EB	FIELD ITEM					155 (Flag 0x4EB)
0x4EC	FIELD ITEM					156 (Flag 0x4EC)
0x4ED	FIELD ITEM					157 (Flag 0x4ED)
0x4EE	FIELD ITEM					158 (Flag 0x4EE)
0x4EF	FIELD ITEM					159 (Flag 0x4EF)
0x4F0	FIELD ITEM					160 (Flag 0x4F0)
0x4F1	FIELD ITEM					161 (Flag 0x4F1)
0x4F2	FIELD ITEM					162 (Flag 0x4F2)
0x4F3	FIELD ITEM					163 (Flag 0x4F3)
0x4F4	FIELD ITEM					164 (Flag 0x4F4)
0x4F5	FIELD ITEM					165 (Flag 0x4F5)
0x4F6	FIELD ITEM					166 (Flag 0x4F6)
0x4F7	FIELD ITEM					167 (Flag 0x4F7)
0x4F8	FIELD ITEM					168 (Flag 0x4F8)
0x4F9	FIELD ITEM					169 (Flag 0x4F9)
0x4FA	FIELD ITEM					170 (Flag 0x4FA)
0x4FB	FIELD ITEM					171 (Flag 0x4FB)
0x4FC	FIELD ITEM					172 (Flag 0x4FC)
0x4FD	FIELD ITEM					173 (Flag 0x4FD)
0x4FE	FIELD ITEM					174 (Flag 0x4FE)
0x4FF	FIELD ITEM					175 (Flag 0x4FF)
0x500	FIELD ITEM					176 (Flag 0x500)
0x501	FIELD ITEM					177 (Flag 0x501)
0x502	FIELD ITEM					178 (Flag 0x502)
0x503	FIELD ITEM					179 (Flag 0x503)
0x504	FIELD ITEM					180 (Flag 0x504)
0x505	FIELD ITEM					181 (Flag 0x505)
0x506	FIELD ITEM					182 (Flag 0x506)
0x507	FIELD ITEM					183 (Flag 0x507)
0x508	FIELD ITEM					184 (Flag 0x508)
0x509	FIELD ITEM					185 (Flag 0x509)
0x50A	FIELD ITEM					186 (Flag 0x50A)
0x50B	FIELD ITEM					187 (Flag 0x50B)
0x50C	FIELD ITEM					188 (Flag 0x50C)
0x50D	FIELD ITEM					189 (Flag 0x50D)
0x50E	FIELD ITEM					190 (Flag 0x50E)
0x50F	FIELD ITEM					191 (Flag 0x50F)
0x510	FIELD ITEM					192 (Flag 0x510)
0x511	FIELD ITEM					193 (Flag 0x511)
0x512	FIELD ITEM					194 (Flag 0x512)
0x513	FIELD ITEM					195 (Flag 0x513)
0x514	FIELD ITEM					196 (Flag 0x514)
0x515	FIELD ITEM					197 (Flag 0x515)
0x516	FIELD ITEM					198 (Flag 0x516)
0x517	FIELD ITEM					199 (Flag 0x517)
0x518	FIELD ITEM					200 (Flag 0x518)
0x519	FIELD ITEM					201 (Flag 0x519)
0x51A	FIELD ITEM					202 (Flag 0x51A)
0x51B	FIELD ITEM					203 (Flag 0x51B)
0x51C	FIELD ITEM					204 (Flag 0x51C)
0x51D	FIELD ITEM					205 (Flag 0x51D)
0x51E	FIELD ITEM					206 (Flag 0x51E)
0x51F	FIELD ITEM					207 (Flag 0x51F)
0x520	FIELD ITEM					208 (Flag 0x520)
0x521	FIELD ITEM					209 (Flag 0x521)
0x522	FIELD ITEM					210 (Flag 0x522)
0x523	FIELD ITEM					211 (Flag 0x523)
0x524	FIELD ITEM					212 (Flag 0x524)
0x525	FIELD ITEM					213 (Flag 0x525)
0x526	FIELD ITEM					214 (Flag 0x526)
0x527	FIELD ITEM					215 (Flag 0x527)
0x528	FIELD ITEM					216 (Flag 0x528)
0x529	FIELD ITEM					217 (Flag 0x529)
0x52A	FIELD ITEM					218 (Flag 0x52A)
0x52B	FIELD ITEM					219 (Flag 0x52B)
0x52C	FIELD ITEM					220 (Flag 0x52C)
0x52D	FIELD ITEM					221 (Flag 0x52D)
0x52E	FIELD ITEM					222 (Flag 0x52E)
0x52F	FIELD ITEM					223 (Flag 0x52F)
0x530	FIELD ITEM					224 (Flag 0x530)
0x531	FIELD ITEM					225 (Flag 0x531)
0x532	FIELD ITEM					226 (Flag 0x532)
0x533	FIELD ITEM					227 (Flag 0x533)
0x534	FIELD ITEM					228 (Flag 0x534)
0x535	FIELD ITEM					229 (Flag 0x535)
0x536	FIELD ITEM					230 (Flag 0x536)
0x537	FIELD ITEM					231 (Flag 0x537)
0x538	FIELD ITEM					232 (Flag 0x538)
0x539	FIELD ITEM					233 (Flag 0x539)
0x53A	FIELD ITEM					234 (Flag 0x53A)
0x53B	FIELD ITEM					235 (Flag 0x53B)
0x53C	FIELD ITEM					236 (Flag 0x53C)
0x53D	FIELD ITEM					237 (Flag 0x53D)
0x53E	FIELD ITEM					238 (Flag 0x53E)
0x53F	FIELD ITEM					239 (Flag 0x53F)
0x540	FIELD ITEM					240 (Flag 0x540)
0x541	FIELD ITEM					241 (Flag 0x541)
0x542	FIELD ITEM					242 (Flag 0x542)
0x543	FIELD ITEM					243 (Flag 0x543)
0x544	FIELD ITEM					244 (Flag 0x544)
0x545	FIELD ITEM					245 (Flag 0x545)
0x546	FIELD ITEM					246 (Flag 0x546)
0x547	FIELD ITEM					247 (Flag 0x547)
0x548	FIELD ITEM					248 (Flag 0x548)
0x549	FIELD ITEM					249 (Flag 0x549)
0x54A	FIELD ITEM					250 (Flag 0x54A)
0x54B	FIELD ITEM					251 (Flag 0x54B)
0x54C	FIELD ITEM					252 (Flag 0x54C)
0x54D	FIELD ITEM					253 (Flag 0x54D)
0x54E	FIELD ITEM					254 (Flag 0x54E)
0x54F	FIELD ITEM					255 (Flag 0x54F)
0x550	FIELD ITEM					256 (Flag 0x550)
0x551	FIELD ITEM					257 (Flag 0x551)
0x552	FIELD ITEM					258 (Flag 0x552)
0x553	FIELD ITEM					259 (Flag 0x553)
0x554	FIELD ITEM					260 (Flag 0x554)
0x555	FIELD ITEM					261 (Flag 0x555)
0x556	FIELD ITEM					262 (Flag 0x556)
0x557	FIELD ITEM					263 (Flag 0x557)
0x558	FIELD ITEM					264 (Flag 0x558)
0x559	FIELD ITEM					265 (Flag 0x559)
0x55A	FIELD ITEM					266 (Flag 0x55A)
0x55B	FIELD ITEM					267 (Flag 0x55B)
0x55C	FIELD ITEM					268 (Flag 0x55C)
0x55D	FIELD ITEM					269 (Flag 0x55D)
0x55E	FIELD ITEM					270 (Flag 0x55E)
0x55F	FIELD ITEM					271 (Flag 0x55F)
0x560	FIELD ITEM					272 (Flag 0x560)
0x561	FIELD ITEM					273 (Flag 0x561)
0x562	FIELD ITEM					274 (Flag 0x562)
0x563	FIELD ITEM					275 (Flag 0x563)
0x564	FIELD ITEM					276 (Flag 0x564)
0x565	FIELD ITEM					277 (Flag 0x565)
0x566	FIELD ITEM					278 (Flag 0x566)
0x567	FIELD ITEM					279 (Flag 0x567)
0x568	FIELD ITEM					280 (Flag 0x568)
0x569	FIELD ITEM					281 (Flag 0x569)
0x56A	FIELD ITEM					282 (Flag 0x56A)
0x56B	FIELD ITEM					283 (Flag 0x56B)
0x56C	FIELD ITEM					284 (Flag 0x56C)
0x56D	FIELD ITEM					285 (Flag 0x56D)
0x56E	FIELD ITEM					286 (Flag 0x56E)
0x56F	FIELD ITEM					287 (Flag 0x56F)
0x570	FIELD ITEM					288 (Flag 0x570)
0x571	FIELD ITEM					289 (Flag 0x571)
0x572	FIELD ITEM					290 (Flag 0x572)
0x573	FIELD ITEM					291 (Flag 0x573)
0x574	FIELD ITEM					292 (Flag 0x574)
0x575	FIELD ITEM					293 (Flag 0x575)
0x576	FIELD ITEM					294 (Flag 0x576)
0x577	FIELD ITEM					295 (Flag 0x577)
0x578	FIELD ITEM					296 (Flag 0x578)
0x579	FIELD ITEM					297 (Flag 0x579)
0x57A	FIELD ITEM					298 (Flag 0x57A)
0x57B	FIELD ITEM					299 (Flag 0x57B)
0x57C	FIELD ITEM					300 (Flag 0x57C)
0x57D	FIELD ITEM					301 (Flag 0x57D)
0x57E	FIELD ITEM					302 (Flag 0x57E)
0x57F	FIELD ITEM					303 (Flag 0x57F)
0x580	FIELD ITEM					304 (Flag 0x580)
0x581	FIELD ITEM					305 (Flag 0x581)
0x582	FIELD ITEM					306 (Flag 0x582)
0x583	FIELD ITEM	Dragon Spiral Tower		Dragon Fang		307 (Flag 0x583)
0x584	FIELD ITEM					308 (Flag 0x584)
0x585	FIELD ITEM					309 (Flag 0x585)
0x586	FIELD ITEM					310 (Flag 0x586)
0x587	FIELD ITEM					311 (Flag 0x587)
0x588	TRAINER BATTLE					000 (Flag 0x588)
0x589	TRAINER BATTLE					001 (Flag 0x589)
0x58A	TRAINER BATTLE					002 (Flag 0x58A)
0x58B	TRAINER BATTLE					003 (Flag 0x58B)
0x58C	TRAINER BATTLE					004 (Flag 0x58C)
0x58D	TRAINER BATTLE					005 (Flag 0x58D)
0x58E	TRAINER BATTLE					006 (Flag 0x58E)
0x58F	TRAINER BATTLE					007 (Flag 0x58F)
0x590	TRAINER BATTLE					008 (Flag 0x590)
0x591	TRAINER BATTLE					009 (Flag 0x591)
0x592	TRAINER BATTLE					010 (Flag 0x592)
0x593	TRAINER BATTLE					011 (Flag 0x593)
0x594	TRAINER BATTLE					012 (Flag 0x594)
0x595	TRAINER BATTLE					013 (Flag 0x595)
0x596	TRAINER BATTLE					014 (Flag 0x596)
0x597	TRAINER BATTLE					015 (Flag 0x597)
0x598	TRAINER BATTLE					016 (Flag 0x598)
0x599	TRAINER BATTLE					017 (Flag 0x599)
0x59A	TRAINER BATTLE					018 (Flag 0x59A)
0x59B	TRAINER BATTLE					019 (Flag 0x59B)
0x59C	TRAINER BATTLE					020 (Flag 0x59C)
0x59D	TRAINER BATTLE					021 (Flag 0x59D)
0x59E	TRAINER BATTLE					022 (Flag 0x59E)
0x59F	TRAINER BATTLE					023 (Flag 0x59F)
0x5A0	TRAINER BATTLE					024 (Flag 0x5A0)
0x5A1	TRAINER BATTLE					025 (Flag 0x5A1)
0x5A2	TRAINER BATTLE					026 (Flag 0x5A2)
0x5A3	TRAINER BATTLE					027 (Flag 0x5A3)
0x5A4	TRAINER BATTLE					028 (Flag 0x5A4)
0x5A5	TRAINER BATTLE					029 (Flag 0x5A5)
0x5A6	TRAINER BATTLE					030 (Flag 0x5A6)
0x5A7	TRAINER BATTLE					031 (Flag 0x5A7)
0x5A8	TRAINER BATTLE					032 (Flag 0x5A8)
0x5A9	TRAINER BATTLE					033 (Flag 0x5A9)
0x5AA	TRAINER BATTLE					034 (Flag 0x5AA)
0x5AB	TRAINER BATTLE					035 (Flag 0x5AB)
0x5AC	TRAINER BATTLE					036 (Flag 0x5AC)
0x5AD	TRAINER BATTLE					037 (Flag 0x5AD)
0x5AE	TRAINER BATTLE					038 (Flag 0x5AE)
0x5AF	TRAINER BATTLE					039 (Flag 0x5AF)
0x5B0	TRAINER BATTLE					040 (Flag 0x5B0)
0x5B1	TRAINER BATTLE					041 (Flag 0x5B1)
0x5B2	TRAINER BATTLE					042 (Flag 0x5B2)
0x5B3	TRAINER BATTLE					043 (Flag 0x5B3)
0x5B4	TRAINER BATTLE					044 (Flag 0x5B4)
0x5B5	TRAINER BATTLE					045 (Flag 0x5B5)
0x5B6	TRAINER BATTLE					046 (Flag 0x5B6)
0x5B7	TRAINER BATTLE					047 (Flag 0x5B7)
0x5B8	TRAINER BATTLE					048 (Flag 0x5B8)
0x5B9	TRAINER BATTLE					049 (Flag 0x5B9)
0x5BA	TRAINER BATTLE					050 (Flag 0x5BA)
0x5BB	TRAINER BATTLE					051 (Flag 0x5BB)
0x5BC	TRAINER BATTLE					052 (Flag 0x5BC)
0x5BD	TRAINER BATTLE					053 (Flag 0x5BD)
0x5BE	TRAINER BATTLE					054 (Flag 0x5BE)
0x5BF	TRAINER BATTLE					055 (Flag 0x5BF)
0x5C0	TRAINER BATTLE					056 (Flag 0x5C0)
0x5C1	TRAINER BATTLE					057 (Flag 0x5C1)
0x5C2	TRAINER BATTLE					058 (Flag 0x5C2)
0x5C3	TRAINER BATTLE					059 (Flag 0x5C3)
0x5C4	TRAINER BATTLE					060 (Flag 0x5C4)
0x5C5	TRAINER BATTLE					061 (Flag 0x5C5)
0x5C6	TRAINER BATTLE					062 (Flag 0x5C6)
0x5C7	TRAINER BATTLE					063 (Flag 0x5C7)
0x5C8	TRAINER BATTLE					064 (Flag 0x5C8)
0x5C9	TRAINER BATTLE					065 (Flag 0x5C9)
0x5CA	TRAINER BATTLE					066 (Flag 0x5CA)
0x5CB	TRAINER BATTLE					067 (Flag 0x5CB)
0x5CC	TRAINER BATTLE					068 (Flag 0x5CC)
0x5CD	TRAINER BATTLE					069 (Flag 0x5CD)
0x5CE	TRAINER BATTLE					070 (Flag 0x5CE)
0x5CF	TRAINER BATTLE					071 (Flag 0x5CF)
0x5D0	TRAINER BATTLE					072 (Flag 0x5D0)
0x5D1	TRAINER BATTLE					073 (Flag 0x5D1)
0x5D2	TRAINER BATTLE					074 (Flag 0x5D2)
0x5D3	TRAINER BATTLE					075 (Flag 0x5D3)
0x5D4	TRAINER BATTLE					076 (Flag 0x5D4)
0x5D5	TRAINER BATTLE					077 (Flag 0x5D5)
0x5D6	TRAINER BATTLE					078 (Flag 0x5D6)
0x5D7	TRAINER BATTLE					079 (Flag 0x5D7)
0x5D8	TRAINER BATTLE					080 (Flag 0x5D8)
0x5D9	TRAINER BATTLE					081 (Flag 0x5D9)
0x5DA	TRAINER BATTLE					082 (Flag 0x5DA)
0x5DB	TRAINER BATTLE					083 (Flag 0x5DB)
0x5DC	TRAINER BATTLE					084 (Flag 0x5DC)
0x5DD	TRAINER BATTLE					085 (Flag 0x5DD)
0x5DE	TRAINER BATTLE					086 (Flag 0x5DE)
0x5DF	TRAINER BATTLE					087 (Flag 0x5DF)
0x5E0	TRAINER BATTLE					088 (Flag 0x5E0)
0x5E1	TRAINER BATTLE					089 (Flag 0x5E1)
0x5E2	TRAINER BATTLE					090 (Flag 0x5E2)
0x5E3	TRAINER BATTLE					091 (Flag 0x5E3)
0x5E4	TRAINER BATTLE					092 (Flag 0x5E4)
0x5E5	TRAINER BATTLE					093 (Flag 0x5E5)
0x5E6	TRAINER BATTLE					094 (Flag 0x5E6)
0x5E7	TRAINER BATTLE					095 (Flag 0x5E7)
0x5E8	TRAINER BATTLE					096 (Flag 0x5E8)
0x5E9	TRAINER BATTLE					097 (Flag 0x5E9)
0x5EA	TRAINER BATTLE					098 (Flag 0x5EA)
0x5EB	TRAINER BATTLE					099 (Flag 0x5EB)
0x5EC	TRAINER BATTLE					100 (Flag 0x5EC)
0x5ED	TRAINER BATTLE					101 (Flag 0x5ED)
0x5EE	TRAINER BATTLE					102 (Flag 0x5EE)
0x5EF	TRAINER BATTLE					103 (Flag 0x5EF)
0x5F0	TRAINER BATTLE					104 (Flag 0x5F0)
0x5F1	TRAINER BATTLE					105 (Flag 0x5F1)
0x5F2	TRAINER BATTLE					106 (Flag 0x5F2)
0x5F3	TRAINER BATTLE					107 (Flag 0x5F3)
0x5F4	TRAINER BATTLE					108 (Flag 0x5F4)
0x5F5	TRAINER BATTLE					109 (Flag 0x5F5)
0x5F6	TRAINER BATTLE					110 (Flag 0x5F6)
0x5F7	TRAINER BATTLE					111 (Flag 0x5F7)
0x5F8	TRAINER BATTLE					112 (Flag 0x5F8)
0x5F9	TRAINER BATTLE					113 (Flag 0x5F9)
0x5FA	TRAINER BATTLE					114 (Flag 0x5FA)
0x5FB	TRAINER BATTLE					115 (Flag 0x5FB)
0x5FC	TRAINER BATTLE					116 (Flag 0x5FC)
0x5FD	TRAINER BATTLE					117 (Flag 0x5FD)
0x5FE	TRAINER BATTLE					118 (Flag 0x5FE)
0x5FF	TRAINER BATTLE					119 (Flag 0x5FF)
0x600	TRAINER BATTLE					120 (Flag 0x600)
0x601	TRAINER BATTLE					121 (Flag 0x601)
0x602	TRAINER BATTLE					122 (Flag 0x602)
0x603	TRAINER BATTLE					123 (Flag 0x603)
0x604	TRAINER BATTLE					124 (Flag 0x604)
0x605	TRAINER BATTLE					125 (Flag 0x605)
0x606	TRAINER BATTLE					126 (Flag 0x606)
0x607	TRAINER BATTLE					127 (Flag 0x607)
0x608	TRAINER BATTLE					128 (Flag 0x608)
0x609	TRAINER BATTLE					129 (Flag 0x609)
0x60A	TRAINER BATTLE					130 (Flag 0x60A)
0x60B	TRAINER BATTLE					131 (Flag 0x60B)
0x60C	TRAINER BATTLE					132 (Flag 0x60C)
0x60D	TRAINER BATTLE					133 (Flag 0x60D)
0x60E	TRAINER BATTLE					134 (Flag 0x60E)
0x60F	TRAINER BATTLE					135 (Flag 0x60F)
0x610	TRAINER BATTLE					136 (Flag 0x610)
0x611	TRAINER BATTLE					137 (Flag 0x611)
0x612	TRAINER BATTLE					138 (Flag 0x612)
0x613	TRAINER BATTLE					139 (Flag 0x613)
0x614	TRAINER BATTLE					140 (Flag 0x614)
0x615	TRAINER BATTLE					141 (Flag 0x615)
0x616	TRAINER BATTLE					142 (Flag 0x616)
0x617	TRAINER BATTLE					143 (Flag 0x617)
0x618	TRAINER BATTLE					144 (Flag 0x618)
0x619	TRAINER BATTLE					145 (Flag 0x619)
0x61A	TRAINER BATTLE					146 (Flag 0x61A)
0x61B	TRAINER BATTLE					147 (Flag 0x61B)
0x61C	TRAINER BATTLE					148 (Flag 0x61C)
0x61D	TRAINER BATTLE					149 (Flag 0x61D)
0x61E	TRAINER BATTLE					150 (Flag 0x61E)
0x61F	TRAINER BATTLE					151 (Flag 0x61F)
0x620	TRAINER BATTLE					152 (Flag 0x620)
0x621	TRAINER BATTLE					153 (Flag 0x621)
0x622	TRAINER BATTLE					154 (Flag 0x622)
0x623	TRAINER BATTLE					155 (Flag 0x623)
0x624	TRAINER BATTLE					156 (Flag 0x624)
0x625	TRAINER BATTLE					157 (Flag 0x625)
0x626	TRAINER BATTLE					158 (Flag 0x626)
0x627	TRAINER BATTLE					159 (Flag 0x627)
0x628	TRAINER BATTLE					160 (Flag 0x628)
0x629	TRAINER BATTLE					161 (Flag 0x629)
0x62A	TRAINER BATTLE					162 (Flag 0x62A)
0x62B	TRAINER BATTLE					163 (Flag 0x62B)
0x62C	TRAINER BATTLE					164 (Flag 0x62C)
0x62D	TRAINER BATTLE					165 (Flag 0x62D)
0x62E	TRAINER BATTLE					166 (Flag 0x62E)
0x62F	TRAINER BATTLE					167 (Flag 0x62F)
0x630	TRAINER BATTLE					168 (Flag 0x630)
0x631	TRAINER BATTLE					169 (Flag 0x631)
0x632	TRAINER BATTLE					170 (Flag 0x632)
0x633	TRAINER BATTLE					171 (Flag 0x633)
0x634	TRAINER BATTLE					172 (Flag 0x634)
0x635	TRAINER BATTLE					173 (Flag 0x635)
0x636	TRAINER BATTLE					174 (Flag 0x636)
0x637	TRAINER BATTLE					175 (Flag 0x637)
0x638	TRAINER BATTLE					176 (Flag 0x638)
0x639	TRAINER BATTLE					177 (Flag 0x639)
0x63A	TRAINER BATTLE					178 (Flag 0x63A)
0x63B	TRAINER BATTLE					179 (Flag 0x63B)
0x63C	TRAINER BATTLE					180 (Flag 0x63C)
0x63D	TRAINER BATTLE					181 (Flag 0x63D)
0x63E	TRAINER BATTLE					182 (Flag 0x63E)
0x63F	TRAINER BATTLE					183 (Flag 0x63F)
0x640	TRAINER BATTLE					184 (Flag 0x640)
0x641	TRAINER BATTLE					185 (Flag 0x641)
0x642	TRAINER BATTLE					186 (Flag 0x642)
0x643	TRAINER BATTLE					187 (Flag 0x643)
0x644	TRAINER BATTLE					188 (Flag 0x644)
0x645	TRAINER BATTLE					189 (Flag 0x645)
0x646	TRAINER BATTLE					190 (Flag 0x646)
0x647	TRAINER BATTLE					191 (Flag 0x647)
0x648	TRAINER BATTLE					192 (Flag 0x648)
0x649	TRAINER BATTLE					193 (Flag 0x649)
0x64A	TRAINER BATTLE					194 (Flag 0x64A)
0x64B	TRAINER BATTLE					195 (Flag 0x64B)
0x64C	TRAINER BATTLE					196 (Flag 0x64C)
0x64D	TRAINER BATTLE					197 (Flag 0x64D)
0x64E	TRAINER BATTLE					198 (Flag 0x64E)
0x64F	TRAINER BATTLE					199 (Flag 0x64F)
0x650	TRAINER BATTLE					200 (Flag 0x650)
0x651	TRAINER BATTLE					201 (Flag 0x651)
0x652	TRAINER BATTLE					202 (Flag 0x652)
0x653	TRAINER BATTLE					203 (Flag 0x653)
0x654	TRAINER BATTLE					204 (Flag 0x654)
0x655	TRAINER BATTLE					205 (Flag 0x655)
0x656	TRAINER BATTLE					206 (Flag 0x656)
0x657	TRAINER BATTLE					207 (Flag 0x657)
0x658	TRAINER BATTLE					208 (Flag 0x658)
0x659	TRAINER BATTLE					209 (Flag 0x659)
0x65A	TRAINER BATTLE					210 (Flag 0x65A)
0x65B	TRAINER BATTLE					211 (Flag 0x65B)
0x65C	TRAINER BATTLE					212 (Flag 0x65C)
0x65D	TRAINER BATTLE					213 (Flag 0x65D)
0x65E	TRAINER BATTLE					214 (Flag 0x65E)
0x65F	TRAINER BATTLE					215 (Flag 0x65F)
0x660	TRAINER BATTLE					216 (Flag 0x660)
0x661	TRAINER BATTLE					217 (Flag 0x661)
0x662	TRAINER BATTLE					218 (Flag 0x662)
0x663	TRAINER BATTLE					219 (Flag 0x663)
0x664	TRAINER BATTLE					220 (Flag 0x664)
0x665	TRAINER BATTLE					221 (Flag 0x665)
0x666	TRAINER BATTLE					222 (Flag 0x666)
0x667	TRAINER BATTLE					223 (Flag 0x667)
0x668	TRAINER BATTLE					224 (Flag 0x668)
0x669	TRAINER BATTLE					225 (Flag 0x669)
0x66A	TRAINER BATTLE					226 (Flag 0x66A)
0x66B	TRAINER BATTLE					227 (Flag 0x66B)
0x66C	TRAINER BATTLE					228 (Flag 0x66C)
0x66D	TRAINER BATTLE					229 (Flag 0x66D)
0x66E	TRAINER BATTLE					230 (Flag 0x66E)
0x66F	TRAINER BATTLE					231 (Flag 0x66F)
0x670	TRAINER BATTLE					232 (Flag 0x670)
0x671	TRAINER BATTLE					233 (Flag 0x671)
0x672	TRAINER BATTLE					234 (Flag 0x672)
0x673	TRAINER BATTLE					235 (Flag 0x673)
0x674	TRAINER BATTLE					236 (Flag 0x674)
0x675	TRAINER BATTLE					237 (Flag 0x675)
0x676	TRAINER BATTLE					238 (Flag 0x676)
0x677	TRAINER BATTLE					239 (Flag 0x677)
0x678	TRAINER BATTLE					240 (Flag 0x678)
0x679	TRAINER BATTLE					241 (Flag 0x679)
0x67A	TRAINER BATTLE					242 (Flag 0x67A)
0x67B	TRAINER BATTLE					243 (Flag 0x67B)
0x67C	TRAINER BATTLE					244 (Flag 0x67C)
0x67D	TRAINER BATTLE					245 (Flag 0x67D)
0x67E	TRAINER BATTLE					246 (Flag 0x67E)
0x67F	TRAINER BATTLE					247 (Flag 0x67F)
0x680	TRAINER BATTLE					248 (Flag 0x680)
0x681	TRAINER BATTLE					249 (Flag 0x681)
0x682	TRAINER BATTLE					250 (Flag 0x682)
0x683	TRAINER BATTLE					251 (Flag 0x683)
0x684	TRAINER BATTLE					252 (Flag 0x684)
0x685	TRAINER BATTLE					253 (Flag 0x685)
0x686	TRAINER BATTLE					254 (Flag 0x686)
0x687	TRAINER BATTLE					255 (Flag 0x687)
0x688	TRAINER BATTLE					256 (Flag 0x688)
0x689	TRAINER BATTLE					257 (Flag 0x689)
0x68A	TRAINER BATTLE					258 (Flag 0x68A)
0x68B	TRAINER BATTLE					259 (Flag 0x68B)
0x68C	TRAINER BATTLE					260 (Flag 0x68C)
0x68D	TRAINER BATTLE					261 (Flag 0x68D)
0x68E	TRAINER BATTLE					262 (Flag 0x68E)
0x68F	TRAINER BATTLE					263 (Flag 0x68F)
0x690	TRAINER BATTLE					264 (Flag 0x690)
0x691	TRAINER BATTLE					265 (Flag 0x691)
0x692	TRAINER BATTLE					266 (Flag 0x692)
0x693	TRAINER BATTLE					267 (Flag 0x693)
