//	Event Flags					
0x000	_UNUSED					// FH_0
0x3B5	HIDDEN ITEM	Ruins of Alph		Rare Candy		FH_HIDDEN_ITEM_149
0x3B6	HIDDEN ITEM	Ruins of Alph		Nugget		FH_HIDDEN_ITEM_150
0x3B7	HIDDEN ITEM	Union Cave		Great Ball		FH_HIDDEN_ITEM_151
0x3B8	HIDDEN ITEM	Union Cave		Parlyz Heal		FH_HIDDEN_ITEM_152
0x3B9	HIDDEN ITEM	Union Cave		X Speed		FH_HIDDEN_ITEM_153
0x3BA	HIDDEN ITEM	Union Cave		Big Pearl		FH_HIDDEN_ITEM_154
0x3BB	HIDDEN ITEM	Union Cave		Revive		FH_HIDDEN_ITEM_155
0x3BC	HIDDEN ITEM	Union Cave		Ultra Ball		FH_HIDDEN_ITEM_156
0x3BD	HIDDEN ITEM	Union Cave		Calcium		FH_HIDDEN_ITEM_157
0x3BE	HIDDEN ITEM	Olivine City		Pearl		FH_HIDDEN_ITEM_158
0x3BF	HIDDEN ITEM	Pokeathlon Dome		PP Up		FH_HIDDEN_ITEM_159
0x3C0	HIDDEN ITEM	Pokeathlon Dome		Protein		FH_HIDDEN_ITEM_160
0x3C1	HIDDEN ITEM	Frontier Access		Rare Candy		FH_HIDDEN_ITEM_161
0x3C2	HIDDEN ITEM	Vermilion City		Pearl		FH_HIDDEN_ITEM_162
0x3C3	HIDDEN ITEM	Vermilion City		Pearl		FH_HIDDEN_ITEM_163
0x3C4	HIDDEN ITEM	Vermilion City		Big Pearl		FH_HIDDEN_ITEM_164
0x3C5	HIDDEN ITEM	Mt. Silver Cave		Rare Candy		FH_HIDDEN_ITEM_165
0x3C6	HIDDEN ITEM	Cinnabar Island		Iron		FH_HIDDEN_ITEM_166
0x3C7	HIDDEN ITEM	Cinnabar Island		Star Piece		FH_HIDDEN_ITEM_167
0x3C8	HIDDEN ITEM	Vermilion City		Heart Scale		FH_HIDDEN_ITEM_168
0x3C9	HIDDEN ITEM	Rock Tunnel		HP Up		FH_HIDDEN_ITEM_169
0x3CA	HIDDEN ITEM	Route 41		Stardust		FH_HIDDEN_ITEM_170
0x3CB	HIDDEN ITEM	Route 41		Stardust		FH_HIDDEN_ITEM_171
0x3CC	HIDDEN ITEM	Route 41		Stardust		FH_HIDDEN_ITEM_172
0x3CD	HIDDEN ITEM	Route 41		Stardust		FH_HIDDEN_ITEM_173
0x3CE	HIDDEN ITEM	Route 20		Stardust		FH_HIDDEN_ITEM_174
0x3CF	HIDDEN ITEM	Route 21		Stardust		FH_HIDDEN_ITEM_175
0x3D0	HIDDEN ITEM	Route 21		Stardust		FH_HIDDEN_ITEM_176
0x3D1	HIDDEN ITEM	Route 21		Stardust		FH_HIDDEN_ITEM_177
0x3D2	HIDDEN ITEM	Route 19		Pearl		FH_HIDDEN_ITEM_178
0x3D3	HIDDEN ITEM	Route 19		Pearl		FH_HIDDEN_ITEM_179
0x3D4	HIDDEN ITEM	Route 19		Big Pearl		FH_HIDDEN_ITEM_180
0x3D5	HIDDEN ITEM	Route 27		Revive		FH_HIDDEN_ITEM_181
0x3D6	HIDDEN ITEM	Route 27		Big Mushroom		FH_HIDDEN_ITEM_182
0x3D7	HIDDEN ITEM	Route 26		Nugget		FH_HIDDEN_ITEM_183
0x3D8	HIDDEN ITEM	Route 26		Tinymushroom		FH_HIDDEN_ITEM_184
0x3D9	HIDDEN ITEM	Victory Road		Max Revive		FH_HIDDEN_ITEM_185
0x3DA	HIDDEN ITEM	Victory Road		PP Up		FH_HIDDEN_ITEM_186
0x3DB	HIDDEN ITEM	Victory Road		Hyper Potion		FH_HIDDEN_ITEM_187
0x3DC	HIDDEN ITEM	Victory Road		Zinc		FH_HIDDEN_ITEM_188
0x3DD	HIDDEN ITEM	Victory Road		Ultra Ball		FH_HIDDEN_ITEM_189
0x3DE	HIDDEN ITEM	Indigo Plateau		Rare Candy		FH_HIDDEN_ITEM_190
0x3DF	HIDDEN ITEM	Whirl Islands		Super Repel		FH_HIDDEN_ITEM_191
0x3E0	HIDDEN ITEM	Whirl Islands		Pearl		FH_HIDDEN_ITEM_192
0x3E1	HIDDEN ITEM	Whirl Islands		Revive		FH_HIDDEN_ITEM_193
0x3E2	HIDDEN ITEM	Route 4		Big Mushroom		FH_HIDDEN_ITEM_194
0x3E3	HIDDEN ITEM	Mt. Moon		Revive		FH_HIDDEN_ITEM_195
0x3E4	HIDDEN ITEM	Mt. Moon		Max Revive		FH_HIDDEN_ITEM_196
0x3E5	HIDDEN ITEM	Route 10		Carbos		FH_HIDDEN_ITEM_197
0x3E6	HIDDEN ITEM	Pewter City		PP Up		FH_HIDDEN_ITEM_198
0x3E7	HIDDEN ITEM	Pewter City		Guard Spec		FH_HIDDEN_ITEM_199
0x3E8	HIDDEN ITEM	Viridian City		Nugget		FH_HIDDEN_ITEM_200
0x3E9	HIDDEN ITEM	Mt. Silver Cave		Revive		FH_HIDDEN_ITEM_201
0x3EA	HIDDEN ITEM	Mt. Silver Cave		Ultra Ball		FH_HIDDEN_ITEM_202
0x3EB	HIDDEN ITEM	Mt. Silver Cave		Hyper Potion		FH_HIDDEN_ITEM_203
0x3EC	HIDDEN ITEM	Mt. Silver Cave		Max Ether		FH_HIDDEN_ITEM_204
0x3ED	HIDDEN ITEM	Mt. Silver Cave		Hyper Potion		FH_HIDDEN_ITEM_205
0x3EE	HIDDEN ITEM	Mt. Silver Cave		Max Revive		FH_HIDDEN_ITEM_206
0x3EF	HIDDEN ITEM	Route 19		Revive		FH_HIDDEN_ITEM_207
0x3F0	HIDDEN ITEM	Route 19		Max Elixir		FH_HIDDEN_ITEM_208
0x3F1	HIDDEN ITEM	Cliff Edge Gate		Big Pearl		FH_HIDDEN_ITEM_209
0x3F2	HIDDEN ITEM	Seafoam Islands		Rare Candy		FH_HIDDEN_ITEM_210
0x3F3	HIDDEN ITEM	Ilex Forest		Tinymushroom		FH_HIDDEN_ITEM_211
0x3F4	HIDDEN ITEM	Ilex Forest		Repel		FH_HIDDEN_ITEM_212
0x3F5	HIDDEN ITEM	Ilex Forest		Big Mushroom		FH_HIDDEN_ITEM_213
0x3F6	HIDDEN ITEM	Ilex Forest		Tinymushroom		FH_HIDDEN_ITEM_214
0x3F7	HIDDEN ITEM	Ilex Forest		Tinymushroom		FH_HIDDEN_ITEM_215
0x3F8	HIDDEN ITEM	Viridian Forest		Big Mushroom		FH_HIDDEN_ITEM_216
0x3F9	HIDDEN ITEM	Viridian Forest		Big Mushroom		FH_HIDDEN_ITEM_217
0x3FA	HIDDEN ITEM	Viridian Forest		Tinymushroom		FH_HIDDEN_ITEM_218
0x3FB	HIDDEN ITEM	Viridian Forest		Tinymushroom		FH_HIDDEN_ITEM_219
0x3FC	HIDDEN ITEM	Viridian Forest		Tinymushroom		FH_HIDDEN_ITEM_220
0x3FD	HIDDEN ITEM	Cerulean Cave		Protein		FH_HIDDEN_ITEM_221
0x3FE	HIDDEN ITEM	Mt. Silver Cave		Iron		FH_HIDDEN_ITEM_222
0x3FF	HIDDEN ITEM	Seafoam Islands		Zinc		FH_HIDDEN_ITEM_223
0x400	HIDDEN ITEM	Diglett's Cave		Calcium		FH_HIDDEN_ITEM_224
0x401	HIDDEN ITEM	Cherrygrove City		Nugget		FH_HIDDEN_ITEM_225
0x402	HIDDEN ITEM	Cliff Cave		Ultra Ball		FH_HIDDEN_ITEM_226
0x403	HIDDEN ITEM	Pewter City		Max Revive		FH_HIDDEN_ITEM_227
0x404	HIDDEN ITEM	Ice Path		Revive		FH_HIDDEN_ITEM_228
0x405	HIDDEN ITEM	Route 20		Deepseascale		FH_HIDDEN_ITEM_229
0x406	HIDDEN ITEM	Route 45/46		PP Max		FH_HIDDEN_ITEM_230
0x407	_UNUSED					FH_HIDDEN_ITEM_231
0x408	_UNUSED					FH_HIDDEN_ITEM_232
0x409	_UNUSED					FH_HIDDEN_ITEM_233
0x40A	_UNUSED					FH_HIDDEN_ITEM_234
0x40B	_UNUSED					FH_HIDDEN_ITEM_235
0x40C	_UNUSED					FH_HIDDEN_ITEM_236
0x40D	_UNUSED					FH_HIDDEN_ITEM_237
0x40E	_UNUSED					FH_HIDDEN_ITEM_238
0x40F	_UNUSED					FH_HIDDEN_ITEM_239
0x410	_UNUSED					FH_HIDDEN_ITEM_240
0x411	_UNUSED					FH_HIDDEN_ITEM_241
0x412	_UNUSED					FH_HIDDEN_ITEM_242
0x413	_UNUSED					FH_HIDDEN_ITEM_243
0x414	_UNUSED					FH_HIDDEN_ITEM_244
0x415	_UNUSED					FH_HIDDEN_ITEM_245
0x416	_UNUSED					FH_HIDDEN_ITEM_246
0x417	_UNUSED					FH_HIDDEN_ITEM_247
0x418	_UNUSED					FH_HIDDEN_ITEM_248
0x419	_UNUSED					FH_HIDDEN_ITEM_249
0x41A	_UNUSED					FH_HIDDEN_ITEM_250
0x41B	_UNUSED					FH_HIDDEN_ITEM_251
0x41C	_UNUSED					FH_HIDDEN_ITEM_252
0x41D	_UNUSED					FH_HIDDEN_ITEM_253
0x41E	_UNUSED					FH_HIDDEN_ITEM_254
0x41F	_UNUSED					FH_HIDDEN_ITEM_255
0x420	FIELD ITEM	Route 30		Antidote		FV_FLD_ITEM_0
0x421	FIELD ITEM	Route 31		Potion		FV_FLD_ITEM_1
0x422	FIELD ITEM	Route 31		Poke Ball		FV_FLD_ITEM_2
0x423	FIELD ITEM	Violet City		Rare Candy		FV_FLD_ITEM_3
0x424	FIELD ITEM	Violet City		PP Up		FV_FLD_ITEM_4
0x425	FIELD ITEM	Sprout Tower		Parlyz Heal		FV_FLD_ITEM_5
0x426	FIELD ITEM	Sprout Tower		X Accuracy		FV_FLD_ITEM_6
0x427	FIELD ITEM	Sprout Tower		Potion		FV_FLD_ITEM_7
0x428	FIELD ITEM	Sprout Tower		Escape Rope		FV_FLD_ITEM_8
0x429	FIELD ITEM	Route 32		Repel		FV_FLD_ITEM_9
0x42A	FIELD ITEM	Route 32		Great Ball		FV_FLD_ITEM_10
0x42B	FIELD ITEM	Union Cave		X Attack		FV_FLD_ITEM_11
0x42C	FIELD ITEM	Union Cave		Great Ball		FV_FLD_ITEM_12
0x42D	FIELD ITEM	Union Cave		Potion		FV_FLD_ITEM_13
0x42E	FIELD ITEM	Union Cave		Awakening		FV_FLD_ITEM_14
0x42F	FIELD ITEM	Union Cave		X Defense		FV_FLD_ITEM_15
0x430	FIELD ITEM	Union Cave		TM39		FV_FLD_ITEM_16
0x431	FIELD ITEM	Burned Tower		HP Up		FV_FLD_ITEM_17
0x432	FIELD ITEM	Burned Tower		TM12		FV_FLD_ITEM_18
0x433	FIELD ITEM	Slowpoke Well		Super Potion		FV_FLD_ITEM_19
0x434	FIELD ITEM	Slowpoke Well		TM18		FV_FLD_ITEM_20
0x435	FIELD ITEM	Ilex Forest		Revive		FV_FLD_ITEM_21
0x436	FIELD ITEM	Goldenrod City		TM82		FV_FLD_ITEM_22
0x437	FIELD ITEM	Goldenrod City		Max Ether		FV_FLD_ITEM_23
0x438	FIELD ITEM	Goldenrod Tunnel		Coin Case (Japanese Games Only)		FV_FLD_ITEM_24
0x439	FIELD ITEM	Route 29		Potion		FV_FLD_ITEM_25
0x43A	FIELD ITEM	Union Cave		Elixir		FV_FLD_ITEM_26
0x43B	FIELD ITEM	Union Cave		Hyper Potion		FV_FLD_ITEM_27
0x43C	FIELD ITEM	Ilex Forest		X Attack		FV_FLD_ITEM_28
0x43D	FIELD ITEM	Ilex Forest		Antidote		FV_FLD_ITEM_29
0x43E	FIELD ITEM	Ilex Forest		Ether		FV_FLD_ITEM_30
0x43F	FIELD ITEM	Route 34		Nugget		FV_FLD_ITEM_31
0x440	FIELD ITEM	Route 30		Potion		FV_FLD_ITEM_32
0x441	FIELD ITEM	Radio Tower		Ultra Ball		FV_FLD_ITEM_33
0x442	FIELD ITEM	Goldenrod City		Burn Heal		FV_FLD_ITEM_34
0x443	FIELD ITEM	Goldenrod City		Amulet Coin		FV_FLD_ITEM_35
0x444	FIELD ITEM	Goldenrod City		Ether		FV_FLD_ITEM_36
0x445	FIELD ITEM	Goldenrod City		Ultra Ball		FV_FLD_ITEM_37
0x446	FIELD ITEM	Goldenrod City		Ultra Ball		FV_FLD_ITEM_38
0x447	FIELD ITEM	Goldenrod City		Full Heal		FV_FLD_ITEM_39
0x448	FIELD ITEM	Goldenrod City		Smoke Ball		FV_FLD_ITEM_40
0x449	FIELD ITEM	Route 35		TM66		FV_FLD_ITEM_41
0x44A	FIELD ITEM	Lighthouse		Ether		FV_FLD_ITEM_42
0x44B	FIELD ITEM	Lighthouse		TM87		FV_FLD_ITEM_43
0x44C	FIELD ITEM	Lighthouse		Super Repel		FV_FLD_ITEM_44
0x44D	FIELD ITEM	Lighthouse		Super Potion		FV_FLD_ITEM_45
0x44E	FIELD ITEM	Team Rocket HQ		Hyper Potion		FV_FLD_ITEM_46
0x44F	FIELD ITEM	Team Rocket HQ		Guard Spec		FV_FLD_ITEM_47
0x450	FIELD ITEM	Team Rocket HQ		Nugget		FV_FLD_ITEM_48
0x451	FIELD ITEM	Team Rocket HQ		TM46		FV_FLD_ITEM_49
0x452	FIELD ITEM	Team Rocket HQ		TM49		FV_FLD_ITEM_50
0x453	FIELD ITEM	Team Rocket HQ		Full Heal		FV_FLD_ITEM_51
0x454	FIELD ITEM	Team Rocket HQ		Protein		FV_FLD_ITEM_52
0x455	FIELD ITEM	Team Rocket HQ		X Special		FV_FLD_ITEM_53
0x456	FIELD ITEM	Ice Path		TM72		FV_FLD_ITEM_54
0x457	FIELD ITEM	Ice Path		HM07		FV_FLD_ITEM_55
0x458	FIELD ITEM	Dragon's Den		Dragon Fang		FV_FLD_ITEM_56
0x459	FIELD ITEM	Dark Cave		TM54		FV_FLD_ITEM_57
0x45A	FIELD ITEM	Dark Cave		Revive		FV_FLD_ITEM_58
0x45B	FIELD ITEM	Route 26		Max Elixir		FV_FLD_ITEM_59
0x45C	FIELD ITEM	Tohjo Falls		Moon Stone		FV_FLD_ITEM_60
0x45D	FIELD ITEM	Route 27		Rare Candy		FV_FLD_ITEM_61
0x45E	FIELD ITEM	Route 27		TM02		FV_FLD_ITEM_62
0x45F	FIELD ITEM	Victory Road		Max Revive		FV_FLD_ITEM_63
0x460	FIELD ITEM	Victory Road		Full Heal		FV_FLD_ITEM_64
0x461	FIELD ITEM	Victory Road		Potion		FV_FLD_ITEM_65
0x462	FIELD ITEM	Victory Road		TM26		FV_FLD_ITEM_66
0x463	FIELD ITEM	Victory Road		HP Up		FV_FLD_ITEM_67
0x464	FIELD ITEM	Victory Road		Full Restore		FV_FLD_ITEM_68
0x465	FIELD ITEM	Victory Road		Ultra Ball		FV_FLD_ITEM_69
0x466	FIELD ITEM	Victory Road		TM79		FV_FLD_ITEM_70
0x467	FIELD ITEM	Victory Road		Rare Candy		FV_FLD_ITEM_71
0x468	FIELD ITEM	Ruins of Alph		Heal Powder		FV_FLD_ITEM_72
0x469	FIELD ITEM	Ruins of Alph		Energypowder		FV_FLD_ITEM_73
0x46A	FIELD ITEM	Ruins of Alph		Oran Berry		FV_FLD_ITEM_74
0x46B	FIELD ITEM	Ruins of Alph		Pecha Berry		FV_FLD_ITEM_75
0x46C	FIELD ITEM	Ruins of Alph		Heal Powder		FV_FLD_ITEM_76
0x46D	FIELD ITEM	Ruins of Alph		Energy Root		FV_FLD_ITEM_77
0x46E	FIELD ITEM	Ruins of Alph		Sitrus Berry		FV_FLD_ITEM_78
0x46F	FIELD ITEM	Ruins of Alph		Moon Stone		FV_FLD_ITEM_79
0x470	FIELD ITEM	Ruins of Alph		Stardust		FV_FLD_ITEM_80
0x471	FIELD ITEM	Ruins of Alph		Star Piece		FV_FLD_ITEM_81
0x472	FIELD ITEM	Ruins of Alph		Leppa Berry		FV_FLD_ITEM_82
0x473	FIELD ITEM	Ruins of Alph		Mystic Water		FV_FLD_ITEM_83
0x474	FIELD ITEM	Ruins of Alph		Revival Herb		FV_FLD_ITEM_84
0x475	FIELD ITEM	Ruins of Alph		Charcoal		FV_FLD_ITEM_85
0x476	FIELD ITEM	Ruins of Alph		Life Orb		FV_FLD_ITEM_86
0x477	FIELD ITEM	Ruins of Alph		Leppa Berry		FV_FLD_ITEM_87
0x478	FIELD ITEM	National Park		Soothe Bell		FV_FLD_ITEM_88
0x479	FIELD ITEM	National Park		TM28		FV_FLD_ITEM_89
0x47A	FIELD ITEM	Ruins of Alph		Potion		FV_FLD_ITEM_90
0x47B	FIELD ITEM	Ruins of Alph		Hyper Potion		FV_FLD_ITEM_91
0x47C	FIELD ITEM	Bell Tower		Full Heal		FV_FLD_ITEM_92
0x47D	FIELD ITEM	Bell Tower		Escape Rope		FV_FLD_ITEM_93
0x47E	FIELD ITEM	Bell Tower		Ultra Ball		FV_FLD_ITEM_94
0x47F	FIELD ITEM	Bell Tower		PP Up		FV_FLD_ITEM_95
0x480	FIELD ITEM	Bell Tower		Rare Candy		FV_FLD_ITEM_96
0x481	FIELD ITEM	Bell Tower		Max Potion		FV_FLD_ITEM_97
0x482	FIELD ITEM	Bell Tower		Full Heal		FV_FLD_ITEM_98
0x483	FIELD ITEM	Bell Tower		Max Revive		FV_FLD_ITEM_99
0x484	FIELD ITEM	Bell Tower		Full Restore		FV_FLD_ITEM_100
0x485	FIELD ITEM	Bell Tower		Max Elixir		FV_FLD_ITEM_101
0x486	FIELD ITEM	Bell Tower		Nugget		FV_FLD_ITEM_102
0x487	FIELD ITEM	Bell Tower		HP Up		FV_FLD_ITEM_103
0x488	FIELD ITEM	Lighthouse		Rare Candy		FV_FLD_ITEM_104
0x489	FIELD ITEM	Whirl Islands		Ultra Ball		FV_FLD_ITEM_105
0x48A	FIELD ITEM	Whirl Islands		Ultra Ball 2		FV_FLD_ITEM_106
0x48B	FIELD ITEM	Whirl Islands		Escape Rope		FV_FLD_ITEM_107
0x48C	FIELD ITEM	Whirl Islands		Carbos		FV_FLD_ITEM_108
0x48D	FIELD ITEM	Whirl Islands		Full Restore		FV_FLD_ITEM_109
0x48E	FIELD ITEM	Whirl Islands		Nugget		FV_FLD_ITEM_110
0x48F	FIELD ITEM	Whirl Islands		Calcium		FV_FLD_ITEM_111
0x490	FIELD ITEM	Whirl Islands		Max Revive		FV_FLD_ITEM_112
0x491	FIELD ITEM	Whirl Islands		Full Restore		FV_FLD_ITEM_113
0x492	FIELD ITEM	Whirl Islands		Max Elixir		FV_FLD_ITEM_114
0x493	FIELD ITEM	Whirl Islands		Rare Candy		FV_FLD_ITEM_115
0x494	FIELD ITEM	Route 42		Super Potion		FV_FLD_ITEM_116
0x495	FIELD ITEM	Mt. Mortar		Ether		FV_FLD_ITEM_117
0x496	FIELD ITEM	Mt. Mortar		Revive		FV_FLD_ITEM_118
0x497	FIELD ITEM	Mt. Mortar		Escape Rope		FV_FLD_ITEM_119
0x498	FIELD ITEM	Mt. Mortar		Nugget		FV_FLD_ITEM_120
0x499	FIELD ITEM	Mt. Mortar		Iron Ball		FV_FLD_ITEM_121
0x49A	FIELD ITEM	Mt. Mortar		Max Potion		FV_FLD_ITEM_122
0x49B	FIELD ITEM	Mt. Mortar		Iron		FV_FLD_ITEM_123
0x49C	FIELD ITEM	Mt. Mortar		Max Revive		FV_FLD_ITEM_124
0x49D	FIELD ITEM	Mt. Mortar		Ultra Ball		FV_FLD_ITEM_125
0x49E	FIELD ITEM	Mt. Mortar		Rare Candy		FV_FLD_ITEM_126
0x49F	FIELD ITEM	Mt. Mortar		Max Potion		FV_FLD_ITEM_127
0x4A0	FIELD ITEM	Mt. Mortar		TM40		FV_FLD_ITEM_128
0x4A1	FIELD ITEM	Mt. Mortar		Elixir		FV_FLD_ITEM_129
0x4A2	FIELD ITEM	Mt. Mortar		Dragon Scale		FV_FLD_ITEM_130
0x4A3	FIELD ITEM	Mt. Mortar		Escape Rope		FV_FLD_ITEM_131
0x4A4	FIELD ITEM	Mt. Mortar		Carbos		FV_FLD_ITEM_132
0x4A5	FIELD ITEM	Mt. Mortar		PP Up		FV_FLD_ITEM_133
0x4A6	FIELD ITEM	Mt. Mortar		Full Restore		FV_FLD_ITEM_134
0x4A7	FIELD ITEM	Mt. Mortar		Max Ether		FV_FLD_ITEM_135
0x4A8	FIELD ITEM	Mt. Mortar		Hyper Potion		FV_FLD_ITEM_136
0x4A9	FIELD ITEM	Route 42		Dubious Disc		FV_FLD_ITEM_137
0x4AA	FIELD ITEM	Mt. Mortar		Full Incense		FV_FLD_ITEM_138
0x4AB	FIELD ITEM	Mt. Mortar		Protector		FV_FLD_ITEM_139
0x4AC	FIELD ITEM	Team Rocket HQ		Ultra Ball		FV_FLD_ITEM_140
0x4AD	FIELD ITEM	Route 7		Mental Herb		FV_FLD_ITEM_141
0x4AE	FIELD ITEM	Route 43		Max Ether		FV_FLD_ITEM_142
0x4AF	FIELD ITEM	Route 19		TM55		FV_FLD_ITEM_143
0x4B0	FIELD ITEM	Goldenrod City		TM78		FV_FLD_ITEM_144
0x4B1	FIELD ITEM	Route 44		Max Repel		FV_FLD_ITEM_145
0x4B2	FIELD ITEM	Route 44		Max Revive		FV_FLD_ITEM_146
0x4B3	FIELD ITEM	Route 44		Ultra Ball		FV_FLD_ITEM_147
0x4B4	FIELD ITEM	Ice Path		Protein		FV_FLD_ITEM_148
0x4B5	FIELD ITEM	Ice Path		PP Up		FV_FLD_ITEM_149
0x4B6	FIELD ITEM	Ice Path		Full Heal		FV_FLD_ITEM_150
0x4B7	FIELD ITEM	Ice Path		Max Potion		FV_FLD_ITEM_151
0x4B8	FIELD ITEM	Ice Path		Nevermeltice		FV_FLD_ITEM_152
0x4B9	FIELD ITEM	Ice Path		Iron		FV_FLD_ITEM_153
0x4BA	FIELD ITEM	Dragon's Den		Calcium		FV_FLD_ITEM_154
0x4BB	FIELD ITEM	Dragon's Den		Max Elixir		FV_FLD_ITEM_155
0x4BC	FIELD ITEM	Route 45		Elixir		FV_FLD_ITEM_156
0x4BD	FIELD ITEM	Route 45		Max Potion		FV_FLD_ITEM_157
0x4BE	FIELD ITEM	Route 45		Full Heal		FV_FLD_ITEM_158
0x4BF	FIELD ITEM	Route 45		Nugget		FV_FLD_ITEM_159
0x4C0	FIELD ITEM	Route 45		Revive		FV_FLD_ITEM_160
0x4C1	FIELD ITEM	Route 46		X Speed		FV_FLD_ITEM_161
0x4C2	FIELD ITEM	Dark Cave		Potion		FV_FLD_ITEM_162
0x4C3	FIELD ITEM	Dark Cave		Hyper Potion		FV_FLD_ITEM_163
0x4C4	FIELD ITEM	Dark Cave		Full Heal		FV_FLD_ITEM_164
0x4C5	FIELD ITEM	Dark Cave		Dire Hit		FV_FLD_ITEM_165
0x4C6	FIELD ITEM	Rock Tunnel		Elixir		FV_FLD_ITEM_166
0x4C7	FIELD ITEM	Rock Tunnel		TM56		FV_FLD_ITEM_167
0x4C8	FIELD ITEM	Rock Tunnel		Iron		FV_FLD_ITEM_168
0x4C9	FIELD ITEM	Rock Tunnel		PP Up		FV_FLD_ITEM_169
0x4CA	FIELD ITEM	Rock Tunnel		Revive		FV_FLD_ITEM_170
0x4CB	FIELD ITEM	Route 25		Protein		FV_FLD_ITEM_171
0x4CC	FIELD ITEM	Route 12		Calcium		FV_FLD_ITEM_172
0x4CD	FIELD ITEM	Route 12		Yellow Flute		FV_FLD_ITEM_173
0x4CE	FIELD ITEM	Route 15		PP Up		FV_FLD_ITEM_174
0x4CF	FIELD ITEM	Mt. Silver		Reaper Cloth		FV_FLD_ITEM_175
0x4D0	FIELD ITEM	Route 2		Carbos		FV_FLD_ITEM_176
0x4D1	FIELD ITEM	Route 2		Elixir		FV_FLD_ITEM_177
0x4D2	FIELD ITEM	Viridian Forest		Dire Hit		FV_FLD_ITEM_178
0x4D3	FIELD ITEM	Viridian Forest		Blue Flute		FV_FLD_ITEM_179
0x4D4	FIELD ITEM	Cinnabar Island		Magmarizer		FV_FLD_ITEM_180
0x4D5	FIELD ITEM	Viridian Forest		Leaf Stone		FV_FLD_ITEM_181
0x4D6	FIELD ITEM	Viridian Forest		TM77		FV_FLD_ITEM_182
0x4D7	FIELD ITEM	Route 32		Shell Bell		FV_FLD_ITEM_183
0x4D8	FIELD ITEM	Route 4		HP Up		FV_FLD_ITEM_184
0x4D9	FIELD ITEM	Mt. Silver Cave		Full Restore		FV_FLD_ITEM_185
0x4DA	FIELD ITEM	Mt. Silver Cave		Pure Incense		FV_FLD_ITEM_186
0x4DB	FIELD ITEM	Mt. Silver Cave		Dawn Stone		FV_FLD_ITEM_187
0x4DC	FIELD ITEM	Mt. Silver Cave		Escape Rope		FV_FLD_ITEM_188
0x4DD	FIELD ITEM	Mt. Silver Cave		TM76		FV_FLD_ITEM_189
0x4DE	FIELD ITEM	Mt. Silver Cave		Expert Belt		FV_FLD_ITEM_190
0x4DF	FIELD ITEM	Mt. Silver Cave		Max Elixir		FV_FLD_ITEM_191
0x4E0	FIELD ITEM	Mt. Silver Cave		Calcium		FV_FLD_ITEM_192
0x4E1	FIELD ITEM	Mt. Silver Cave		Protein		FV_FLD_ITEM_193
0x4E2	FIELD ITEM	Mt. Silver Cave		Max Revive		FV_FLD_ITEM_194
0x4E3	FIELD ITEM	Seafoam Islands		Ice Heal		FV_FLD_ITEM_195
0x4E4	FIELD ITEM	Seafoam Islands		Water Stone		FV_FLD_ITEM_196
0x4E5	FIELD ITEM	Seafoam Islands		Revive		FV_FLD_ITEM_197
0x4E6	FIELD ITEM	Seafoam Islands		Big Pearl		FV_FLD_ITEM_198
0x4E7	FIELD ITEM	Seafoam Islands		Ultra Ball		FV_FLD_ITEM_199
0x4E8	FIELD ITEM	Seafoam Islands		Grip Claw		FV_FLD_ITEM_200
0x4E9	FIELD ITEM	Cerulean Cave		Max Elixir		FV_FLD_ITEM_201
0x4EA	FIELD ITEM	Seafoam Islands		TM13		FV_FLD_ITEM_202
0x4EB	FIELD ITEM	Cerulean Cave		Full Restore		FV_FLD_ITEM_203
0x4EC	FIELD ITEM	Cerulean Cave		Nugget		FV_FLD_ITEM_204
0x4ED	FIELD ITEM	Cerulean Cave		Sea Incense		FV_FLD_ITEM_205
0x4EE	FIELD ITEM	Cerulean Cave		PP Up		FV_FLD_ITEM_206
0x4EF	FIELD ITEM	Cerulean Cave		Ultra Ball		FV_FLD_ITEM_207
0x4F0	FIELD ITEM	Cerulean Cave		TM24		FV_FLD_ITEM_208
0x4F1	FIELD ITEM	Cerulean Cave		Odd Incense		FV_FLD_ITEM_209
0x4F2	FIELD ITEM	Route 40		TM88		FV_FLD_ITEM_210
0x4F3	FIELD ITEM	Route 47		Revive		FV_FLD_ITEM_211
0x4F4	FIELD ITEM	Cerulean Cave		Max Revive		FV_FLD_ITEM_212
0x4F5	FIELD ITEM	Cerulean Cave		Ultra Ball		FV_FLD_ITEM_213
0x4F6	FIELD ITEM	Cerulean Cave		Dusk Stone		FV_FLD_ITEM_214
0x4F7	FIELD ITEM	Cerulean Cave		Electirizer		FV_FLD_ITEM_215
0x4F8	FIELD ITEM	Cerulean Cave		Black Sludge		FV_FLD_ITEM_216
0x4F9	FIELD ITEM	Route 32		TM09		FV_FLD_ITEM_217
0x4FA	FIELD ITEM	Route 34		TM63		FV_FLD_ITEM_218
0x4FB	FIELD ITEM	Route 35		Parlyz Heal		FV_FLD_ITEM_219
0x4FC	FIELD ITEM	Route 36		Hyper Potion		FV_FLD_ITEM_220
0x4FD	FIELD ITEM	Route 38		Max Potion		FV_FLD_ITEM_221
0x4FE	FIELD ITEM	Route 38		Lax Incense		FV_FLD_ITEM_222
0x4FF	FIELD ITEM	Route 39		TM60		FV_FLD_ITEM_223
0x500	FIELD ITEM	Route 28		TM35		FV_FLD_ITEM_224
0x501	FIELD ITEM	Route 47		Lagging Tail		FV_FLD_ITEM_225
